"User ID","Username","Email","Full Name","User Status","Legacy Hotel ID","Role Code","Property Hotel ID","Relationship Type","Property Status","Is Primary Owner"
"USER-0086","account-0086","masked-email-0086","Masked User 0086","ACTIVE","PROPERTY-0082","PROPERTY_OWNER","PROPERTY-0082","OWNER","ACTIVE","1"
"USER-0087","account-0087","masked-email-0087","Masked User 0087","ACTIVE","PROPERTY-0083","PROPERTY_OWNER","PROPERTY-0083","OWNER","ACTIVE","1"
"USER-0088","account-0088","masked-email-0088","Masked User 0088","ACTIVE","PROPERTY-0084","PROPERTY_OWNER","PROPERTY-0084","OWNER","ACTIVE","1"
"USER-0089","account-0089","masked-email-0089","Masked User 0089","ACTIVE","PROPERTY-0085","PROPERTY_OWNER","PROPERTY-0085","OWNER","ACTIVE","1"
"USER-0090","account-0090","masked-email-0090","Masked User 0090","ACTIVE","PROPERTY-0086","PROPERTY_OWNER","PROPERTY-0086","OWNER","ACTIVE","1"
"USER-0091","account-0091","masked-email-0091","Masked User 0091","ACTIVE","PROPERTY-0087","PROPERTY_OWNER","PROPERTY-0087","OWNER","ACTIVE","1"
"USER-0092","account-0092","masked-email-0092","Masked User 0092","ACTIVE","PROPERTY-0088","PROPERTY_OWNER","PROPERTY-0088","OWNER","ACTIVE","1"
"USER-0093","account-0093","masked-email-0093","Masked User 0093","ACTIVE","PROPERTY-0089","PROPERTY_OWNER","PROPERTY-0089","OWNER","ACTIVE","1"
"USER-0094","account-0094","masked-email-0094","Masked User 0094","ACTIVE","PROPERTY-0090","PROPERTY_OWNER","PROPERTY-0090","OWNER","ACTIVE","1"
"USER-0095","account-0095","masked-email-0095","Masked User 0095","ACTIVE","PROPERTY-0091","PROPERTY_OWNER","PROPERTY-0091","OWNER","ACTIVE","1"
"USER-0096","account-0096","masked-email-0096","Masked User 0096","ACTIVE","PROPERTY-0092","PROPERTY_OWNER","PROPERTY-0092","OWNER","ACTIVE","1"
"USER-0097","account-0097","masked-email-0097","Masked User 0097","ACTIVE","PROPERTY-0093","PROPERTY_OWNER","PROPERTY-0093","OWNER","ACTIVE","1"
"USER-0098","account-0098","masked-email-0098","Masked User 0098","ACTIVE","PROPERTY-0094","PROPERTY_OWNER","PROPERTY-0094","OWNER","ACTIVE","1"
"USER-0099","account-0099","masked-email-0099","Masked User 0099","ACTIVE","PROPERTY-0095","PROPERTY_OWNER","PROPERTY-0095","OWNER","ACTIVE","1"
"USER-0100","account-0100","masked-email-0100","Masked User 0100","ACTIVE","PROPERTY-0096","PROPERTY_OWNER","PROPERTY-0096","OWNER","ACTIVE","1"
"USER-0101","account-0101","masked-email-0101","Masked User 0101","ACTIVE","PROPERTY-0097","PROPERTY_OWNER","PROPERTY-0097","OWNER","ACTIVE","1"
"USER-0102","account-0102","masked-email-0102","Masked User 0102","ACTIVE","PROPERTY-0098","PROPERTY_OWNER","PROPERTY-0098","OWNER","ACTIVE","1"
"USER-0103","account-0103","masked-email-0103","Masked User 0103","ACTIVE","PROPERTY-0099","PROPERTY_OWNER","PROPERTY-0099","OWNER","ACTIVE","1"
"USER-0104","account-0104","masked-email-0104","Masked User 0104","ACTIVE","PROPERTY-0100","PROPERTY_OWNER","PROPERTY-0100","OWNER","ACTIVE","1"
"USER-0105","account-0105","masked-email-0105","Masked User 0105","ACTIVE","PROPERTY-0101","PROPERTY_OWNER","PROPERTY-0101","OWNER","ACTIVE","1"
"USER-0106","account-0106","masked-email-0106","Masked User 0106","ACTIVE","PROPERTY-0102","PROPERTY_OWNER","PROPERTY-0102","OWNER","ACTIVE","1"
"USER-0107","account-0107","masked-email-0107","Masked User 0107","ACTIVE","PROPERTY-0103","PROPERTY_OWNER","PROPERTY-0103","OWNER","ACTIVE","1"
"USER-0108","account-0108","masked-email-0108","Masked User 0108","ACTIVE","PROPERTY-0104","PROPERTY_OWNER","PROPERTY-0104","OWNER","ACTIVE","1"
"USER-0109","account-0109","masked-email-0109","Masked User 0109","ACTIVE","PROPERTY-0105","PROPERTY_OWNER","PROPERTY-0105","OWNER","ACTIVE","1"
"USER-0110","account-0110","masked-email-0110","Masked User 0110","ACTIVE","PROPERTY-0106","PROPERTY_OWNER","PROPERTY-0106","OWNER","ACTIVE","1"
"USER-0111","account-0111","masked-email-0111","Masked User 0111","ACTIVE","PROPERTY-0107","PROPERTY_OWNER","PROPERTY-0107","OWNER","ACTIVE","1"
"USER-0112","account-0112","masked-email-0112","Masked User 0112","ACTIVE","PROPERTY-0108","PROPERTY_OWNER","PROPERTY-0108","OWNER","ACTIVE","1"
"USER-0113","account-0113","masked-email-0113","Masked User 0113","ACTIVE","PROPERTY-0109","PROPERTY_OWNER","PROPERTY-0109","OWNER","ACTIVE","1"
"USER-0114","account-0114","masked-email-0114","Masked User 0114","ACTIVE","PROPERTY-0110","PROPERTY_OWNER","PROPERTY-0110","OWNER","ACTIVE","1"
"USER-0115","account-0115","masked-email-0115","Masked User 0115","ACTIVE","PROPERTY-0111","PROPERTY_OWNER","PROPERTY-0111","OWNER","ACTIVE","1"
"USER-0116","account-0116","masked-email-0116","Masked User 0116","ACTIVE","PROPERTY-0112","PROPERTY_OWNER","PROPERTY-0112","OWNER","ACTIVE","1"
"USER-0117","account-0117","masked-email-0117","Masked User 0117","ACTIVE","PROPERTY-0113","PROPERTY_OWNER","PROPERTY-0113","OWNER","ACTIVE","1"
"USER-0118","account-0118","masked-email-0118","Masked User 0118","ACTIVE","PROPERTY-0114","PROPERTY_OWNER","PROPERTY-0114","OWNER","ACTIVE","1"
"USER-0119","account-0119","masked-email-0119","Masked User 0119","ACTIVE","PROPERTY-0115","PROPERTY_OWNER","PROPERTY-0115","OWNER","ACTIVE","1"
"USER-0120","account-0120","masked-email-0120","Masked User 0120","ACTIVE","PROPERTY-0116","PROPERTY_OWNER","PROPERTY-0116","OWNER","ACTIVE","1"
"USER-0121","account-0121","masked-email-0121","Masked User 0121","ACTIVE","PROPERTY-0117","PROPERTY_OWNER","PROPERTY-0117","OWNER","ACTIVE","1"
"USER-0122","account-0122","masked-email-0122","Masked User 0122","ACTIVE","PROPERTY-0118","PROPERTY_OWNER","PROPERTY-0118","OWNER","ACTIVE","1"
"USER-0123","account-0123","masked-email-0123","Masked User 0123","ACTIVE","PROPERTY-0119","PROPERTY_OWNER","PROPERTY-0119","OWNER","ACTIVE","1"
"USER-0124","account-0124","masked-email-0124","Masked User 0124","ACTIVE","PROPERTY-0120","PROPERTY_OWNER","PROPERTY-0120","OWNER","ACTIVE","1"
"USER-0125","account-0125","masked-email-0125","Masked User 0125","ACTIVE","PROPERTY-0121","PROPERTY_OWNER","PROPERTY-0121","OWNER","ACTIVE","1"
"USER-0126","account-0126","masked-email-0126","Masked User 0126","ACTIVE","PROPERTY-0122","PROPERTY_OWNER","PROPERTY-0122","OWNER","ACTIVE","1"
"USER-0127","account-0127","masked-email-0127","Masked User 0127","ACTIVE","PROPERTY-0123","PROPERTY_OWNER","PROPERTY-0123","OWNER","ACTIVE","1"
"USER-0128","account-0128","masked-email-0128","Masked User 0128","ACTIVE","PROPERTY-0124","PROPERTY_OWNER","PROPERTY-0124","OWNER","ACTIVE","1"
"USER-0129","account-0129","masked-email-0129","Masked User 0129","ACTIVE","PROPERTY-0125","PROPERTY_OWNER","PROPERTY-0125","OWNER","ACTIVE","1"
"USER-0130","account-0130","masked-email-0130","Masked User 0130","ACTIVE","PROPERTY-0126","PROPERTY_OWNER","PROPERTY-0126","OWNER","ACTIVE","1"
"USER-0131","account-0131","masked-email-0131","Masked User 0131","ACTIVE","PROPERTY-0127","PROPERTY_OWNER","PROPERTY-0127","OWNER","ACTIVE","1"
"USER-0132","account-0132","masked-email-0132","Masked User 0132","ACTIVE","PROPERTY-0128","PROPERTY_OWNER","PROPERTY-0128","OWNER","ACTIVE","1"
"USER-0133","account-0133","masked-email-0133","Masked User 0133","ACTIVE","PROPERTY-0129","PROPERTY_OWNER","PROPERTY-0129","OWNER","ACTIVE","1"
"USER-0134","account-0134","masked-email-0134","Masked User 0134","ACTIVE","PROPERTY-0130","PROPERTY_OWNER","PROPERTY-0130","OWNER","ACTIVE","1"
"USER-0135","account-0135","masked-email-0135","Masked User 0135","ACTIVE","PROPERTY-0131","PROPERTY_OWNER","PROPERTY-0131","OWNER","ACTIVE","1"
"USER-0136","account-0136","masked-email-0136","Masked User 0136","ACTIVE","PROPERTY-0132","PROPERTY_OWNER","PROPERTY-0132","OWNER","ACTIVE","1"
"USER-0137","account-0137","masked-email-0137","Masked User 0137","ACTIVE","PROPERTY-0133","PROPERTY_OWNER","PROPERTY-0133","OWNER","ACTIVE","1"
"USER-0138","account-0138","masked-email-0138","Masked User 0138","ACTIVE","PROPERTY-0134","PROPERTY_OWNER","PROPERTY-0134","OWNER","ACTIVE","1"
"USER-0139","account-0139","masked-email-0139","Masked User 0139","ACTIVE","PROPERTY-0135","PROPERTY_OWNER","PROPERTY-0135","OWNER","ACTIVE","1"
"USER-0140","account-0140","masked-email-0140","Masked User 0140","ACTIVE","PROPERTY-0136","PROPERTY_OWNER","PROPERTY-0136","OWNER","ACTIVE","1"
"USER-0141","account-0141","masked-email-0141","Masked User 0141","ACTIVE","PROPERTY-0137","PROPERTY_OWNER","PROPERTY-0137","OWNER","ACTIVE","1"
"USER-0142","account-0142","masked-email-0142","Masked User 0142","ACTIVE","PROPERTY-0138","PROPERTY_OWNER","PROPERTY-0138","OWNER","ACTIVE","1"
"USER-0143","account-0143","masked-email-0143","Masked User 0143","ACTIVE","PROPERTY-0139","PROPERTY_OWNER","PROPERTY-0139","OWNER","ACTIVE","1"
"USER-0144","account-0144","masked-email-0144","Masked User 0144","ACTIVE","PROPERTY-0140","PROPERTY_OWNER","PROPERTY-0140","OWNER","ACTIVE","1"
"USER-0145","account-0145","masked-email-0145","Masked User 0145","ACTIVE","PROPERTY-0141","PROPERTY_OWNER","PROPERTY-0141","OWNER","ACTIVE","1"
"USER-0146","account-0146","masked-email-0146","Masked User 0146","ACTIVE","PROPERTY-0142","PROPERTY_OWNER","PROPERTY-0142","OWNER","ACTIVE","1"
"USER-0147","account-0147","masked-email-0147","Masked User 0147","ACTIVE","PROPERTY-0143","PROPERTY_OWNER","PROPERTY-0143","OWNER","ACTIVE","1"
"USER-0148","account-0148","masked-email-0148","Masked User 0148","ACTIVE","PROPERTY-0144","PROPERTY_OWNER","PROPERTY-0144","OWNER","ACTIVE","1"
"USER-0149","account-0149","masked-email-0149","Masked User 0149","ACTIVE","PROPERTY-0145","PROPERTY_OWNER","PROPERTY-0145","OWNER","ACTIVE","1"
"USER-0150","account-0150","masked-email-0150","Masked User 0150","ACTIVE","PROPERTY-0146","PROPERTY_OWNER","PROPERTY-0146","OWNER","ACTIVE","1"
"USER-0151","account-0151","masked-email-0151","Masked User 0151","ACTIVE","PROPERTY-0147","PROPERTY_OWNER","PROPERTY-0147","OWNER","ACTIVE","1"
"USER-0152","account-0152","masked-email-0152","Masked User 0152","ACTIVE","PROPERTY-0148","PROPERTY_OWNER","PROPERTY-0148","OWNER","ACTIVE","1"
"USER-0153","account-0153","masked-email-0153","Masked User 0153","ACTIVE","PROPERTY-0149","PROPERTY_OWNER","PROPERTY-0149","OWNER","ACTIVE","1"
"USER-0154","account-0154","masked-email-0154","Masked User 0154","ACTIVE","PROPERTY-0150","PROPERTY_OWNER","PROPERTY-0150","OWNER","ACTIVE","1"
"USER-0155","account-0155","masked-email-0155","Masked User 0155","ACTIVE","PROPERTY-0151","PROPERTY_OWNER","PROPERTY-0151","OWNER","ACTIVE","1"
"USER-0156","account-0156","masked-email-0156","Masked User 0156","ACTIVE","PROPERTY-0152","PROPERTY_OWNER","PROPERTY-0152","OWNER","ACTIVE","1"
"USER-0157","account-0157","masked-email-0157","Masked User 0157","ACTIVE","PROPERTY-0153","PROPERTY_OWNER","PROPERTY-0153","OWNER","ACTIVE","1"
"USER-0158","account-0158","masked-email-0158","Masked User 0158","ACTIVE","PROPERTY-0154","PROPERTY_OWNER","PROPERTY-0154","OWNER","ACTIVE","1"
"USER-0159","account-0159","masked-email-0159","Masked User 0159","ACTIVE","PROPERTY-0155","PROPERTY_OWNER","PROPERTY-0155","OWNER","ACTIVE","1"
"USER-0160","account-0160","masked-email-0160","Masked User 0160","ACTIVE","PROPERTY-0156","PROPERTY_OWNER","PROPERTY-0156","OWNER","ACTIVE","1"
"USER-0161","account-0161","masked-email-0161","Masked User 0161","ACTIVE","PROPERTY-0157","PROPERTY_OWNER","PROPERTY-0157","OWNER","ACTIVE","1"
"USER-0162","account-0162","masked-email-0162","Masked User 0162","ACTIVE","PROPERTY-0158","PROPERTY_OWNER","PROPERTY-0158","OWNER","ACTIVE","1"
"USER-0163","account-0163","masked-email-0163","Masked User 0163","ACTIVE","PROPERTY-0159","PROPERTY_OWNER","PROPERTY-0159","OWNER","ACTIVE","1"
"USER-0164","account-0164","masked-email-0164","Masked User 0164","ACTIVE","PROPERTY-0160","PROPERTY_OWNER","PROPERTY-0160","OWNER","ACTIVE","1"
"USER-0165","account-0165","masked-email-0165","Masked User 0165","ACTIVE","PROPERTY-0161","PROPERTY_OWNER","PROPERTY-0161","OWNER","ACTIVE","1"
"USER-0166","account-0166","masked-email-0166","Masked User 0166","ACTIVE","PROPERTY-0162","PROPERTY_OWNER","PROPERTY-0162","OWNER","ACTIVE","1"
"USER-0167","account-0167","masked-email-0167","Masked User 0167","ACTIVE","PROPERTY-0163","PROPERTY_OWNER","PROPERTY-0163","OWNER","ACTIVE","1"
"USER-0168","account-0168","masked-email-0168","Masked User 0168","ACTIVE","PROPERTY-0164","PROPERTY_OWNER","PROPERTY-0164","OWNER","ACTIVE","1"
"USER-0169","account-0169","masked-email-0169","Masked User 0169","ACTIVE","PROPERTY-0165","PROPERTY_OWNER","PROPERTY-0165","OWNER","ACTIVE","1"
"USER-0170","account-0170","masked-email-0170","Masked User 0170","ACTIVE","PROPERTY-0166","PROPERTY_OWNER","PROPERTY-0166","OWNER","ACTIVE","1"
